User ID,Device Type,Usage Hours Per Day,Energy Consumption,User Preferences,Malfunction Incidents,Device Age,Smart Home Efficiency
2632,Smart Lock,12.2,3.3,0,0,38,0
2633,Doorbell Camera Pro,7.79,3.48,1,0,47,1
2634,Smart Lock,19.58,6.65,0,1,2,0
2635,Smart Hub,20.88,4.72,0,2,53,0
2636,Doorbell Camera Pro,16.32,8.14,0,1,23,0
2637,Smart Thermosta,1.6,1.64,0,2,54,0
2638,Doorbell Camera Pro,13.81,7.92,1,4,35,1
2639,Doorbell Camera Pro,18.44,0.74,0,3,59,0
2640,Outdoor Camera Pro,3.71,2.02,0,3,37,0
2641,Doorbell Camera Pro,5.87,6.6,1,0,32,1
2642,Doorbell Camera Pro,21.24,8.56,0,4,56,0
2643,Smart Lock,0.97,2.6,1,4,43,0
2644,Smart Thermosta,18.19,3.34,0,2,53,0
2645,Smart Lock,11.63,5.42,0,4,12,0
2646,Smart Lock,11,2.19,1,0,58,1
2647,Smart Hub,0.67,8.13,1,2,35,0
2648,Smart Lock,19.76,7.76,1,1,41,0
2649,Outdoor Camera Pro,8.96,1.54,0,2,59,0
2650,Outdoor Camera Pro,13.21,4.69,1,1,3,1
2651,Smart Hub,16.42,7.77,1,2,34,1
2652,Smart Thermosta,17.01,3.44,0,3,38,0
2653,Smart Thermosta,22.97,6.37,0,1,24,0
2654,Smart Lock,12.99,0.6,0,0,38,0
2655,Smart Lock,9.89,6.13,1,1,17,1
2656,Smart Lock,22.91,1.61,0,1,40,0
2657,Smart Thermosta,15.59,8.32,1,2,1,1
2658,Doorbell Camera Pro,7.51,3.62,1,3,57,0
2659,Outdoor Camera Pro,3.47,2.89,1,2,8,1
2660,Doorbell Camera Pro,20.3,8.42,1,2,54,0
2661,Doorbell Camera Pro,9.01,0.6,0,3,15,0
2662,Smart Thermosta,16.02,4.03,0,2,50,0
2663,Doorbell Camera Pro,11.56,3.76,1,3,45,1
2664,Smart Hub,5.17,2.92,1,0,25,1
2665,Smart Lock,14.64,9.13,0,3,8,0
2666,Smart Hub,1.93,7.53,0,4,52,0
2667,Outdoor Camera Pro,10.21,0.73,1,3,32,1
2668,Smart Lock,13.35,7.18,1,3,50,0
2669,Doorbell Camera Pro,10.75,5.32,1,4,13,1
2670,Outdoor Camera Pro,18.09,9.02,1,3,46,0
2671,Smart Lock,19.96,3.2,1,1,15,1
2672,Doorbell Camera Pro,18.62,5.78,0,2,6,0
2673,Smart Hub,1.41,5.06,1,2,33,0
2674,Smart Lock,5.06,4.95,0,0,7,0
2675,Doorbell Camera Pro,13.11,4.62,1,0,33,1
2676,Smart Hub,22.47,2.14,0,4,47,0
2677,Outdoor Camera Pro,20.12,7.58,1,1,29,1
2678,Outdoor Camera Pro,20.3,4.57,0,0,38,0
2679,Outdoor Camera Pro,7.63,9.59,0,2,37,0
2680,Outdoor Camera Pro,10.59,2.68,1,0,44,1
2681,Smart Thermosta,11.56,6.86,1,0,32,1
2682,Smart Lock,4.2,9.41,0,3,58,0
2683,Smart Lock,1.23,6.67,0,0,3,0
2684,Smart Thermosta,22.75,8.73,0,4,54,0
2685,Doorbell Camera Pro,6.16,8.29,1,2,20,0
2686,Doorbell Camera Pro,6.14,3.67,0,4,14,0
2687,Outdoor Camera Pro,2.46,6.04,1,4,28,0
2688,Smart Hub,22.32,1.65,1,1,38,1
2689,Doorbell Camera Pro,14.12,5.4,1,3,4,1
2690,Smart Hub,16.18,2.38,1,4,15,1
2691,Smart Lock,21.92,7.46,1,1,17,1
2692,Smart Hub,8.62,5.33,1,2,37,0
2693,Smart Lock,15.11,4.17,0,2,24,0
2694,Smart Thermosta,1.41,2.76,0,1,38,0
2695,Smart Thermosta,4.89,9.99,1,4,42,0
2696,Outdoor Camera Pro,20.03,0.81,0,4,41,0
2697,Doorbell Camera Pro,18.52,0.53,0,3,36,0
2698,Outdoor Camera Pro,8.74,2.25,1,3,58,1
2699,Smart Lock,9.36,9.71,0,2,41,0
2700,Outdoor Camera Pro,13.04,9.79,1,3,8,1
2701,Smart Hub,0.51,6.58,1,1,3,0
2702,Smart Lock,6.17,8.81,1,2,30,0
2703,Smart Thermosta,5.39,2.22,1,4,22,1
2704,Doorbell Camera Pro,6.39,9.72,0,2,52,0
2705,Smart Lock,19.44,1.51,0,0,33,1
2706,Smart Lock,7.07,1.1,1,2,25,1
2707,Smart Hub,5,1.21,0,3,52,0
2708,Doorbell Camera Pro,12.35,5.77,1,1,59,0
2709,Smart Thermosta,20.84,7.83,1,4,30,1
2710,Smart Lock,6.17,3.73,0,4,37,0
2711,Smart Lock,2.35,9.78,0,3,3,0
2712,Smart Hub,8.88,4.4,1,3,4,1
2713,Outdoor Camera Pro,18.07,1.59,0,3,29,0
2714,Smart Thermosta,13.44,4.71,1,0,57,1
2715,Doorbell Camera Pro,19.69,6.82,1,1,32,1
2716,Smart Lock,23.05,8.34,0,0,23,0
2717,Smart Lock,19.13,4.64,1,3,56,1
2718,Smart Thermosta,14.69,5.98,0,1,19,0
2719,Outdoor Camera Pro,12.09,2.75,1,3,15,1
2720,Smart Lock,1.44,6.49,1,1,51,0
2721,Smart Thermosta,23.63,9.86,1,4,16,1
2722,Smart Hub,9.51,0.59,1,0,23,1
2723,Outdoor Camera Pro,4.08,8.88,1,3,40,0
2724,Doorbell Camera Pro,16.17,5.67,0,3,46,0
2725,Smart Lock,7.18,2.6,1,2,37,0
2726,Smart Thermosta,14.27,9.55,0,4,1,0
2727,Smart Hub,14.29,4.89,0,3,19,0
2728,Doorbell Camera Pro,10.97,3.38,0,0,37,0
2729,Smart Thermosta,20.15,1.9,1,4,35,1
2730,Smart Thermosta,6.73,2.52,0,3,30,0
2731,Doorbell Camera Pro,11.04,8.35,0,0,17,0
2732,Smart Hub,13.14,6.18,0,2,39,0
2733,Smart Hub,16.1,9.14,1,2,49,0
2734,Outdoor Camera Pro,18.92,2.4,1,0,26,1
2735,Smart Lock,9.78,1.3,1,4,13,1
2736,Doorbell Camera Pro,15.68,0.16,1,0,54,1
2737,Doorbell Camera Pro,4.04,5.13,0,0,22,0
2738,Doorbell Camera Pro,22.42,9.98,1,2,46,0
2739,Smart Hub,9.5,6.98,0,2,23,0
2740,Smart Lock,17.64,3.15,1,2,44,1
2741,Outdoor Camera Pro,0.98,8.78,0,3,43,0
2742,Smart Thermosta,5.32,7.84,1,3,33,0
2743,Smart Thermosta,11.95,0.25,1,1,27,1
2744,Doorbell Camera Pro,21.14,8.19,1,3,35,1
2745,Smart Lock,12.89,3.08,1,4,12,1
2746,Smart Hub,22.35,1.58,0,4,9,0
2747,Smart Lock,11.87,2.34,1,2,34,1
2748,Smart Lock,12.03,4.74,1,0,14,1
2749,Smart Hub,3.31,4.31,1,2,37,0
2750,Doorbell Camera Pro,19.36,2.96,0,0,3,1
2751,Smart Lock,6.3,1.8,1,2,44,0
2752,Smart Thermosta,21.64,7.65,1,2,44,0
2753,Smart Hub,21.9,9.9,0,4,21,0
2754,Outdoor Camera Pro,22.67,7.8,0,0,7,0
2755,Doorbell Camera Pro,12.73,3.03,0,1,33,0
2756,Smart Hub,16.41,2.52,1,1,35,1
2757,Outdoor Camera Pro,18.8,2.25,0,2,11,0
2758,Outdoor Camera Pro,3.58,1.45,1,2,45,0
2759,Smart Lock,14.62,5.56,0,4,32,0
2760,Smart Lock,1.31,6.09,1,0,22,1
2761,Smart Lock,12.19,7.08,0,2,55,0
2762,Smart Hub,4.14,6.83,0,1,42,0
2763,Smart Hub,4.8,2.99,0,0,19,0
2764,Doorbell Camera Pro,9.08,3.37,1,2,36,1
2765,Smart Lock,10.66,6.85,0,0,54,0
2766,Outdoor Camera Pro,15.14,3.56,1,4,37,1
2767,Smart Thermosta,2.25,2.2,0,1,11,0
2768,Doorbell Camera Pro,12.34,3.81,0,0,41,0
2769,Smart Hub,4.79,2.79,0,1,13,0
2770,Doorbell Camera Pro,13.99,0.97,1,2,28,1
2771,Doorbell Camera Pro,15.48,8.32,1,3,49,0
2772,Doorbell Camera Pro,13.58,8.55,1,0,15,1
2773,Doorbell Camera Pro,17.85,2.28,0,1,13,0
2774,Smart Thermosta,8.39,0.74,1,0,53,1
2775,Smart Lock,18.48,7.41,1,2,43,0
2776,Outdoor Camera Pro,10.67,2.19,0,2,33,0
2777,Doorbell Camera Pro,11.88,4,0,1,8,0
2778,Doorbell Camera Pro,15.73,0.73,1,4,55,1
2779,Doorbell Camera Pro,0.93,2.34,1,0,32,1
2780,Smart Lock,15.87,7.95,0,0,37,0
2781,Smart Hub,15.04,8.06,1,2,54,0
2782,Smart Hub,7.78,2.15,0,0,48,0
2783,Smart Thermosta,2.52,3.43,0,1,4,0
2784,Smart Hub,2.64,1.43,1,3,57,0
2785,Doorbell Camera Pro,22.2,0.83,1,2,51,1
2786,Doorbell Camera Pro,16.7,9.92,0,3,18,0
2787,Doorbell Camera Pro,3.49,6.59,1,0,23,1
2788,Smart Thermosta,8.88,5.47,0,4,29,0
2789,Doorbell Camera Pro,14.42,7.68,1,1,2,1
2790,Smart Hub,20.14,8.42,0,0,13,0
2791,Smart Lock,1.53,8.09,1,1,16,0
2792,Smart Lock,6.06,0.26,1,0,54,1
2793,Outdoor Camera Pro,21.41,1.95,0,0,59,0
2794,Smart Hub,0.72,6.58,1,0,8,1
2795,Doorbell Camera Pro,5.23,3.82,0,2,19,0
2796,Smart Lock,23.04,9.83,1,3,32,1
2797,Smart Hub,14.91,6.69,1,4,3,1
2798,Smart Lock,6.65,9.57,1,3,51,0
2799,Doorbell Camera Pro,2.07,2.09,1,3,49,0
2800,Smart Lock,1.16,8.65,0,1,32,0
2801,Outdoor Camera Pro,6.25,3.28,0,2,41,0
2802,Outdoor Camera Pro,21.21,9.9,1,2,21,1
2803,Smart Lock,10.27,1.66,0,0,25,1
2804,Smart Hub,17.43,5.21,0,3,53,0
2805,Smart Hub,22.08,7.95,1,4,55,0
2806,Smart Hub,10.09,4.38,0,1,17,0
2807,Smart Lock,5,4.73,0,2,25,0
2808,Smart Hub,12.65,9.86,1,0,33,1
2809,Doorbell Camera Pro,21.84,4.31,1,4,31,1
2810,Outdoor Camera Pro,19.4,6.08,1,3,36,0
2811,Doorbell Camera Pro,2.05,0.64,1,4,23,1
2812,Smart Hub,16.78,8.44,0,2,59,0
2813,Doorbell Camera Pro,13.94,6.52,1,1,47,0
2814,Smart Hub,21.83,4.1,0,3,44,0
2815,Smart Lock,3.38,0.26,0,1,25,0
2816,Doorbell Camera Pro,13.05,5.96,1,4,49,0
2817,Smart Lock,21.17,0.23,0,4,44,0
2818,Smart Lock,10.14,0.11,0,0,48,0
2819,Smart Thermosta,11.83,6.2,0,3,30,0
2820,Smart Hub,2.16,1.97,1,4,13,1
2821,Outdoor Camera Pro,7.04,2,0,2,43,0
2822,Smart Hub,8.13,6.57,1,2,47,0
2823,Outdoor Camera Pro,22.71,0.63,1,1,29,1
2824,Smart Hub,7.14,3.2,0,2,16,0
2825,Smart Lock,11.33,1.58,0,4,38,0
2826,Doorbell Camera Pro,16.28,5.84,1,2,27,1
2827,Doorbell Camera Pro,4.31,6.65,1,3,26,0
2828,Smart Thermosta,11.93,7.24,1,1,11,1
2829,Outdoor Camera Pro,17.86,2.63,1,3,47,1
2830,Outdoor Camera Pro,20.87,0.98,1,4,37,1
2831,Outdoor Camera Pro,15.22,0.88,0,4,3,0
2832,Smart Lock,16.22,4.32,1,2,26,1
2833,Outdoor Camera Pro,3.47,9.46,0,0,34,0
2834,Doorbell Camera Pro,22.73,2.26,1,0,33,1
2835,Smart Lock,3.62,2.64,0,4,15,0
2836,Smart Hub,18.7,1.1,1,4,2,1
2837,Outdoor Camera Pro,6.72,6.1,0,1,28,0
2838,Outdoor Camera Pro,22.44,6.83,0,4,20,0
2839,Smart Hub,17.42,6.47,1,4,38,0
2840,Outdoor Camera Pro,18.21,8.63,0,1,44,0
2841,Smart Hub,5.65,4.92,1,3,53,0
2842,Smart Lock,10.91,1.43,1,3,16,1
2843,Doorbell Camera Pro,15.02,2.97,0,1,46,0
2844,Smart Hub,18.59,6.66,0,1,4,0
2845,Smart Thermosta,2.94,6.17,1,3,8,0
2846,Smart Hub,23.12,5.36,1,3,44,0
2847,Outdoor Camera Pro,21.42,6.86,1,3,55,0
2848,Smart Lock,6.85,6.41,0,3,46,0
2849,Smart Lock,19.83,8.83,0,2,20,0
2850,Smart Hub,12.68,5.9,1,1,26,1
2851,Doorbell Camera Pro,11.35,7.81,0,0,32,0
2852,Smart Thermosta,7.89,2.56,0,2,13,0
2853,Smart Lock,14.15,6.81,0,0,5,0
2854,Outdoor Camera Pro,17.65,9.03,1,0,44,1
2855,Outdoor Camera Pro,10.16,3.92,1,4,42,1
2856,Doorbell Camera Pro,15.29,7.81,0,1,53,0
2857,Smart Lock,16.93,7.28,0,2,51,0
2858,Smart Hub,17.21,0.69,1,1,13,1
2859,Outdoor Camera Pro,1.72,5.86,0,3,41,0
2860,Doorbell Camera Pro,20.7,1.39,1,1,11,1
2861,Smart Lock,11.27,9.68,1,0,37,1
2862,Smart Lock,6.67,8.13,1,3,32,0
2863,Smart Lock,6.18,1.19,1,1,45,0
2864,Smart Lock,11.85,1.31,1,1,42,1
2865,Smart Lock,21.34,5.99,1,0,18,1
2866,Outdoor Camera Pro,9.39,3.51,1,3,29,1
2867,Doorbell Camera Pro,18.12,0.45,0,0,15,1
2868,Smart Lock,2.78,5.46,1,1,20,0
2869,Smart Thermosta,11.69,3.94,0,2,44,0
2870,Smart Thermosta,23.8,1.1,0,2,36,0
2871,Doorbell Camera Pro,18.61,8.04,0,4,5,0
2872,Smart Hub,5.45,9.16,1,2,40,0
2873,Smart Hub,12.28,7.59,0,3,37,0
2874,Smart Hub,5.99,8.24,1,4,33,0
2875,Smart Thermosta,10.12,2.24,1,3,18,1
2876,Smart Hub,18.83,2.71,0,2,19,0
2877,Outdoor Camera Pro,18.62,2.16,0,2,51,0
2878,Smart Lock,5.86,7.67,0,1,32,0
2879,Smart Thermosta,22.17,9.48,0,3,42,0
2880,Doorbell Camera Pro,14.43,7.2,1,0,22,1
2881,Doorbell Camera Pro,9.43,8.83,0,1,41,0
2882,Smart Lock,12.3,6.42,0,3,58,0
2883,Smart Thermosta,14.72,3.94,0,4,1,0
2884,Smart Hub,13.66,4.32,0,3,54,0
2885,Smart Hub,11.93,0.85,0,4,25,0
2886,Outdoor Camera Pro,12.37,0.41,1,4,20,1
2887,Outdoor Camera Pro,4.65,6.99,1,2,58,0
2888,Smart Hub,19.6,4.44,1,0,35,1
2889,Doorbell Camera Pro,13.23,5.57,0,3,45,0
2890,Doorbell Camera Pro,3.58,5.62,0,0,6,0
2891,Outdoor Camera Pro,18.5,2.85,1,4,6,1
2892,Smart Lock,22.41,4.81,1,2,50,1
2893,Smart Hub,22.76,4.76,1,0,37,1
2894,Outdoor Camera Pro,9.17,3.95,1,1,49,1
2895,Outdoor Camera Pro,3.68,8.22,0,4,57,0
2896,Smart Hub,12.68,4.57,0,1,57,0
2897,Smart Hub,3.15,6.08,0,0,3,0
2898,Doorbell Camera Pro,22.45,8.97,1,0,37,1
2899,Smart Lock,4.81,8.68,1,0,31,1
2900,Smart Lock,6.44,8.92,1,3,35,0
2901,Smart Hub,10.06,2.77,0,4,55,0
2902,Smart Thermosta,9.5,0.45,0,4,45,0
2903,Outdoor Camera Pro,19.17,2.68,1,4,15,1
2904,Outdoor Camera Pro,11.22,2.86,0,3,17,0
2905,Smart Hub,4.51,9.1,1,0,15,1
2906,Smart Thermosta,6.78,6.53,1,0,5,1
2907,Doorbell Camera Pro,12.46,0.91,1,1,22,1
2908,Smart Hub,3.97,1.44,0,3,46,0
2909,Smart Hub,14.87,1.64,1,2,11,1
2910,Outdoor Camera Pro,13.8,6.34,1,3,28,1
2911,Smart Hub,17.3,7.38,0,1,14,0
2912,Smart Hub,22.54,8.61,1,1,39,0
2913,Smart Hub,21.94,9.41,1,1,3,1
2914,Outdoor Camera Pro,22.73,2.1,0,0,55,0
2915,Doorbell Camera Pro,6.25,3.17,1,2,52,0
2916,Doorbell Camera Pro,3.59,2.48,1,1,42,0
2917,Smart Hub,7.6,3.65,1,4,11,1
2918,Outdoor Camera Pro,21.53,9.16,0,0,30,0
2919,Doorbell Camera Pro,23.34,5.79,1,2,38,0
2920,Doorbell Camera Pro,20.69,7.41,1,4,5,1
2921,Doorbell Camera Pro,3.09,4.95,1,2,52,0
2922,Outdoor Camera Pro,22.76,0.39,0,2,22,0
2923,Outdoor Camera Pro,10.45,0.74,0,4,13,0
2924,Smart Hub,0.72,5.43,0,3,44,0
2925,Smart Lock,10.9,7.22,1,2,51,0
2926,Doorbell Camera Pro,1.58,2.23,0,3,51,0
2927,Smart Lock,13.28,7.25,1,2,21,1
2928,Outdoor Camera Pro,8.46,8.13,0,4,59,0
2929,Outdoor Camera Pro,11.63,4.18,0,2,37,0
2930,Outdoor Camera Pro,14.91,7.49,0,1,25,0
2931,Smart Lock,20.92,4.1,0,1,52,0
2932,Outdoor Camera Pro,16.05,6.82,1,2,21,1
2933,Smart Hub,10.7,7.66,0,4,28,0
2934,Outdoor Camera Pro,19.76,9.92,1,4,41,0
2935,Smart Thermosta,21.78,3.52,1,0,4,1
2936,Smart Lock,3.31,4.17,1,4,29,1
2937,Smart Thermosta,13,1.74,0,3,47,0
2938,Outdoor Camera Pro,7.19,2.12,0,2,35,0
2939,Smart Hub,1.61,6.96,1,1,23,0
2940,Doorbell Camera Pro,16.21,9.18,0,4,7,0
2941,Outdoor Camera Pro,20.78,4.01,1,1,56,1
2942,Smart Hub,4.33,1.88,0,0,52,0
2943,Smart Lock,19.59,2.92,0,2,52,0
2944,Smart Thermosta,20.55,4.61,1,4,46,1
2945,Smart Thermosta,21.99,2.98,0,1,46,0
2946,Smart Thermosta,6.73,2.41,1,4,9,1
2947,Smart Lock,21.74,7.39,1,0,58,1
2948,Smart Hub,8.04,0.18,0,1,23,0
2949,Smart Lock,13.48,5.44,0,1,3,0
2950,Smart Thermosta,1.69,7.96,0,2,9,0
2951,Outdoor Camera Pro,1.53,2.74,1,2,53,0
2952,Doorbell Camera Pro,17.43,6.07,0,1,4,0
2953,Smart Lock,10.95,6.72,0,2,49,0
2954,Smart Lock,6.52,6.58,0,1,25,0
2955,Smart Hub,4.97,4.51,0,3,6,0
2956,Smart Hub,16.24,3.53,1,4,48,1
2957,Smart Lock,0.51,8.38,0,3,59,0
2958,Smart Thermosta,19.44,7.61,1,3,18,1
2959,Doorbell Camera Pro,2.36,3.28,0,4,45,0
2960,Smart Hub,5,1.12,0,1,7,0
2961,Smart Thermosta,9.58,0.81,0,1,35,0
2962,Outdoor Camera Pro,11.89,1.03,1,2,31,1
2963,Smart Hub,8.84,5.87,1,0,38,1
2964,Smart Thermosta,8.04,0.61,0,1,56,0
2965,Smart Thermosta,23.15,3.44,1,4,32,1
2966,Doorbell Camera Pro,15.58,7.56,1,0,35,1
2967,Doorbell Camera Pro,1.05,3.01,0,4,28,0
2968,Outdoor Camera Pro,10.61,7.66,0,4,44,0
2969,Smart Thermosta,21.06,7.48,0,4,5,0
2970,Smart Thermosta,7.58,2.53,0,0,30,0
2971,Doorbell Camera Pro,2.72,7.32,0,3,22,0
2972,Smart Hub,18.32,7.5,0,4,17,0
2973,Smart Hub,14.74,4.03,1,2,10,1
2974,Smart Lock,13.9,2.18,0,1,7,0
2975,Doorbell Camera Pro,1.76,5.26,0,1,4,0
2976,Smart Lock,3.8,9.22,0,1,42,0
2977,Doorbell Camera Pro,15.13,6.43,0,0,27,0
2978,Outdoor Camera Pro,5.38,1.81,1,2,7,1
2979,Smart Thermosta,12.35,6.86,1,2,23,1
2980,Outdoor Camera Pro,13.3,4.33,1,2,11,1
2981,Doorbell Camera Pro,7.16,5.96,0,2,53,0
2982,Smart Thermosta,22.79,7.37,0,2,8,0
2983,Smart Hub,20.3,5.2,1,3,8,1
2984,Smart Hub,17.48,8.16,1,2,37,0
2985,Smart Lock,2.33,7.25,0,2,5,0
2986,Doorbell Camera Pro,2.99,6.19,0,0,7,0
2987,Doorbell Camera Pro,12.08,1.59,0,0,22,1
2988,Smart Hub,4.28,8.38,0,2,36,0
2989,Outdoor Camera Pro,23.49,9.37,0,3,2,0
2990,Smart Thermosta,4.23,1.46,1,2,24,1
2991,Outdoor Camera Pro,11.96,4.93,0,2,51,0
2992,Outdoor Camera Pro,9.06,2.66,1,2,2,1
2993,Smart Hub,15.53,7.57,0,4,48,0
2994,Smart Hub,3.53,7.24,1,3,12,0
2995,Smart Hub,10.61,1.49,1,1,47,1
2996,Smart Lock,6.96,8.78,1,2,42,0
2997,Outdoor Camera Pro,21.36,1.89,0,1,55,0
2998,Doorbell Camera Pro,1.45,7.99,0,3,26,0
2999,Smart Thermosta,21.97,4.62,0,2,38,0
3000,Smart Lock,20.08,3.35,1,1,56,1
3001,Doorbell Camera Pro,7.49,1.67,1,1,45,0
3002,Outdoor Camera Pro,19.05,1.76,0,3,6,0
3003,Smart Hub,1.23,6.65,1,2,23,0
3004,Outdoor Camera Pro,23.22,5.55,1,4,2,1
3005,Smart Thermosta,12.87,1.31,1,3,26,1
3006,Smart Lock,7.63,1.22,1,4,14,1
3007,Smart Lock,9.02,0.82,0,2,18,0
3008,Smart Thermosta,2.06,7.46,1,1,38,0
3009,Doorbell Camera Pro,23.75,7.15,0,3,57,0
3010,Doorbell Camera Pro,1.42,0.68,1,3,32,1
3011,Smart Lock,15.89,5.65,1,3,51,0
3012,Smart Lock,10.9,0.94,0,0,59,0
3013,Smart Hub,22.8,9.05,1,2,58,0
3014,Doorbell Camera Pro,6.28,9.08,0,0,14,0
3015,Smart Thermosta,13,7.01,0,3,30,0
3016,Doorbell Camera Pro,11.84,9.27,0,3,13,0
3017,Smart Hub,17.02,8.13,0,4,40,0
3018,Smart Lock,2.1,8.3,0,0,31,0
3019,Smart Lock,5.05,5.74,0,1,37,0
3020,Smart Hub,5.54,3.13,0,2,45,0
3021,Smart Thermosta,17.85,2.26,1,1,38,1
3022,Smart Lock,4.94,3.34,0,1,22,0
3023,Outdoor Camera Pro,13.98,6.32,1,2,59,0
3024,Smart Lock,5.56,1.81,1,3,28,1
3025,Outdoor Camera Pro,20.75,2.66,1,4,58,1
3026,Smart Hub,22.64,4.73,0,3,59,0
3027,Smart Hub,12.68,2.41,0,3,19,0
3028,Smart Lock,8.78,5.93,1,0,43,1
3029,Doorbell Camera Pro,6,9.24,0,1,59,0
3030,Outdoor Camera Pro,1.67,7.51,1,1,16,0
3031,Smart Thermosta,6.81,6.7,1,1,5,0
3032,Smart Lock,15.87,5.87,1,4,44,0
3033,Smart Thermosta,13.04,4.93,0,4,49,0
3034,Smart Lock,22.68,1.95,1,4,2,1
3035,Doorbell Camera Pro,9.81,8.96,0,2,10,0
3036,Doorbell Camera Pro,16.81,2.56,1,4,47,1
3037,Doorbell Camera Pro,12,1,0,0,19,1
3038,Doorbell Camera Pro,12.55,7.53,1,0,20,1
3039,Smart Hub,6.79,1.84,0,3,29,0
3040,Smart Hub,11.19,3.78,1,3,25,1
3041,Outdoor Camera Pro,11.56,0.38,0,3,17,0
3042,Smart Thermosta,17.11,1.46,0,3,51,0
3043,Smart Lock,22.61,1.81,0,0,51,0
3044,Smart Lock,8.24,0.64,1,3,13,1
3045,Smart Hub,1.49,6.6,1,0,45,0
3046,Smart Lock,12.16,8.39,1,4,16,1
3047,Smart Hub,13.29,3.8,0,4,54,0
3048,Outdoor Camera Pro,4.46,8.76,0,2,53,0
3049,Smart Thermosta,18.37,2.21,1,3,35,1
3050,Outdoor Camera Pro,23.65,3.32,1,4,36,1
3051,Doorbell Camera Pro,22.73,1.59,0,4,59,0
3052,Doorbell Camera Pro,5.13,6.24,1,1,39,0
3053,Doorbell Camera Pro,21.07,4.26,0,1,3,0
3054,Outdoor Camera Pro,17.06,6.17,0,0,9,0
3055,Smart Lock,11.17,7.64,0,2,40,0
3056,Smart Thermosta,13.2,5.5,1,1,50,0
3057,Doorbell Camera Pro,20.47,6.31,0,2,53,0
3058,Doorbell Camera Pro,11.78,9.36,1,4,46,0
3059,Doorbell Camera Pro,9.27,3.06,0,0,52,0
3060,Smart Thermosta,12.09,3.66,1,2,29,1
3061,Doorbell Camera Pro,14.11,7.21,1,1,5,1
3062,Smart Thermosta,4.94,6.15,0,4,3,0
3063,Doorbell Camera Pro,21.67,1.87,0,3,10,0
3064,Outdoor Camera Pro,16.34,3.82,0,4,31,0
3065,Outdoor Camera Pro,15.38,4.73,0,1,11,0
3066,Smart Thermosta,2.84,4.25,1,1,17,1
3067,Outdoor Camera Pro,14.7,1.86,1,3,40,1
3068,Smart Thermosta,3.34,9.25,1,4,41,0
3069,Outdoor Camera Pro,2.35,7.65,1,2,8,0
3070,Outdoor Camera Pro,12.89,4.87,1,2,52,1
3071,Smart Thermosta,9.97,6.83,0,4,2,0
3072,Smart Lock,14.34,8.98,0,2,4,0
3073,Outdoor Camera Pro,2.6,1.45,1,4,16,1
3074,Doorbell Camera Pro,10.63,2.58,0,4,41,0
3075,Smart Lock,4.61,5.47,0,1,58,0
3076,Smart Thermosta,23.7,8.01,0,0,41,0
3077,Smart Lock,13.69,0.46,0,1,21,0
3078,Smart Hub,16.65,9.84,0,2,5,0
3079,Smart Hub,8.15,4.6,0,0,58,0
3080,Outdoor Camera Pro,2.73,3.66,1,4,35,1
3081,Outdoor Camera Pro,23.43,3,0,2,14,0
3082,Doorbell Camera Pro,7.23,1.83,0,3,15,0
3083,Smart Lock,10.46,7.94,1,2,6,1
3084,Smart Hub,15.77,9.56,1,0,16,1
3085,Outdoor Camera Pro,1.08,4.2,1,0,23,1
3086,Smart Lock,19.54,9.53,0,4,31,0
3087,Outdoor Camera Pro,13.11,8.26,1,3,42,0
3088,Outdoor Camera Pro,7.04,4.86,0,4,46,0
3089,Smart Hub,1.95,6.77,1,3,12,0
3090,Smart Hub,4.32,4.41,0,3,41,0
3091,Outdoor Camera Pro,21.53,5.63,0,4,55,0
3092,Smart Thermosta,16.62,0.67,1,2,19,1
3093,Outdoor Camera Pro,6.37,6.99,0,1,12,0
3094,Outdoor Camera Pro,2.04,0.62,0,3,45,0
3095,Doorbell Camera Pro,16.73,8.19,0,0,55,0
3096,Doorbell Camera Pro,13.95,8.27,0,4,13,0
3097,Doorbell Camera Pro,10.01,2.45,1,2,49,1
3098,Smart Thermosta,9.04,3.3,1,3,2,1
3099,Smart Thermosta,5.6,4.86,1,2,20,1
3100,Outdoor Camera Pro,16.24,6.01,0,4,55,0
3101,Doorbell Camera Pro,23.31,2.94,1,0,31,1
3102,Smart Thermosta,4.63,5.97,1,3,9,0
3103,Smart Hub,14.53,3.05,0,3,21,0
3104,Outdoor Camera Pro,10.47,0.65,1,2,8,1
3105,Smart Lock,11,0.13,1,4,39,1
3106,Outdoor Camera Pro,6.47,1.1,1,1,37,0
3107,Smart Lock,19.89,7.94,0,3,29,0
3108,Doorbell Camera Pro,11.9,9.62,1,0,19,1
3109,Smart Lock,13.27,4.33,1,3,35,1
3110,Doorbell Camera Pro,7.66,5.18,1,3,45,0
3111,Smart Hub,4.77,1.55,0,1,38,0
3112,Smart Lock,2.52,5.56,0,1,26,0
3113,Outdoor Camera Pro,17.28,1.53,1,4,11,1
3114,Doorbell Camera Pro,5.11,6.15,1,3,36,0
3115,Outdoor Camera Pro,16.72,9.34,1,3,35,1
3116,Smart Thermosta,9.67,2.04,0,2,4,0
3117,Doorbell Camera Pro,10.27,7.67,0,2,3,0
3118,Smart Lock,11.53,0.33,1,0,45,1
3119,Doorbell Camera Pro,9.14,3.82,1,0,47,1
3120,Outdoor Camera Pro,2.86,1.2,0,2,12,0
3121,Smart Hub,7.78,3.59,0,0,32,0
3122,Doorbell Camera Pro,16.1,1.82,1,3,47,1
